y,ds
140.1015615027673,2014-03-05
146.5160459987517,2014-03-06
151.37924725922875,2014-03-07
157.72138656790523,2014-03-08
163.52558071425068,2014-03-09
127.47478112661229,2014-03-10
141.87382689661007,2014-03-11
141.81503555172,2014-03-12
145.4818394876557,2014-03-13
152.57569835541614,2014-03-14
159.30886168009408,2014-03-15
161.57399522052438,2014-03-16
128.7497829260044,2014-03-17
142.37277290791025,2014-03-18
141.66797226207237,2014-03-19
148.34043194883884,2014-03-20
150.0909282015788,2014-03-21
158.09922452133446,2014-03-22
162.4993706866878,2014-03-23
127.89026446335318,2014-03-24
138.96984397852833,2014-03-25
140.75345340196913,2014-03-26
146.143254706553,2014-03-27
153.9851293451357,2014-03-28
157.9643650647229,2014-03-29
165.82249081892374,2014-03-30
129.1620024562765,2014-03-31
152.04795859799012,2014-04-01
154.04019169558413,2014-04-02
159.22844711946496,2014-04-03
163.97129966145454,2014-04-04
172.86763230590458,2014-04-05
178.61703905353443,2014-04-06
142.43138096616508,2014-04-07
154.72715325166587,2014-04-08
155.76670704043633,2014-04-09
159.04068716848514,2014-04-10
165.7186368640859,2014-04-11
174.1195146978539,2014-04-12
179.10576664596329,2014-04-13
141.04897492634902,2014-04-14
156.01210835472813,2014-04-15
154.0952383722045,2014-04-16
163.68300375082794,2014-04-17
164.46831600549064,2014-04-18
171.88612215555366,2014-04-19
174.1694406316465,2014-04-20
141.84443364806833,2014-04-21
154.75458117051494,2014-04-22
153.9025063993702,2014-04-23
159.87086063429467,2014-04-24
165.5887464090721,2014-04-25
170.31650202510136,2014-04-26
178.91040343468282,2014-04-27
144.41277063460407,2014-04-28
154.42519008917913,2014-04-29
151.85316008906935,2014-04-30
169.24662530505358,2014-05-01
174.0695773429519,2014-05-02
177.31671948846386,2014-05-03
183.7206745226047,2014-05-04
148.65220097212034,2014-05-05
162.99996245041973,2014-05-06
161.3353581773154,2014-05-07
166.8065302256519,2014-05-08
170.7987368213865,2014-05-09
176.97196716446066,2014-05-10
184.38944225461282,2014-05-11
150.0909282015788,2014-05-12
159.60343876303492,2014-05-13
157.64032743424642,2014-05-14
165.6926652673717,2014-05-15
170.26567712296492,2014-05-16
179.10576664596329,2014-05-17
182.8339541213216,2014-05-18
148.31206343923492,2014-05-19
158.36866883896693,2014-05-20
160.91041842172754,2014-05-21
165.9522353887511,2014-05-22
171.1533740487311,2014-05-23
179.4959839247394,2014-05-24
183.88804840850236,2014-05-25
145.74093869051384,2014-05-26
161.60049310843254,2014-05-27
162.3674316204403,2014-05-28
166.4445290763766,2014-05-29
170.46890421687903,2014-05-30
177.9555593054232,2014-05-31
191.04338979477046,2014-06-01
152.96363073357944,2014-06-02
165.19858671883057,2014-06-03
164.49444159246482,2014-06-04
169.8077073209453,2014-06-05
181.29200866328878,2014-06-06
181.67847379385836,2014-06-07
190.60247710285594,2014-06-08
151.23963613006137,2014-06-09
167.14211420630494,2014-06-10
166.83236348308404,2014-06-11
173.31914070013895,2014-06-12
178.78821495035564,2014-06-13
185.88713947130867,2014-06-14
193.1209864398834,2014-06-15
154.37023715285795,2014-06-16
166.72901130750466,2014-06-17
166.98729610648857,2014-06-18
173.56957376387479,2014-06-19
179.88552551896822,2014-06-20
186.54969905005322,2014-06-21
188.59649151458825,2014-06-22
151.04400793700276,2014-06-23
166.2114822365942,2014-06-24
166.52215356435792,2014-06-25
176.08299060341747,2014-06-26
178.61703905353443,2014-06-27
186.38423541755878,2014-06-28
191.922787255971,2014-06-29
150.9321297517883,2014-06-30
171.1533740487311,2014-07-01
173.3943009098085,2014-07-02
177.53806387134796,2014-07-03
185.22268961143473,2014-07-04
189.62492620113306,2014-07-05
199.67509949150332,2014-07-06
157.77540755429808,2014-07-07
171.75996416998166,2014-07-08
174.2692582697379,2014-07-09
180.15294537940352,2014-07-10
186.8802754062687,2014-07-11
191.3909057178155,2014-07-12
195.29481835030396,2014-07-13
157.50515502507682,2014-07-14
174.31914999092695,2014-07-15
170.26567712296492,2014-07-16
179.61778807801437,2014-07-17
186.9982253228178,2014-07-18
190.74180058915843,2014-07-19
195.81821390696376,2014-07-20
155.84854168243552,2014-07-21
170.87477992184014,2014-07-22
168.99109716754515,2014-07-23
178.5436378773689,2014-07-24
185.67377328822053,2014-07-25
189.88133970285148,2014-07-26
197.6526516316605,2014-07-27
156.77362050000642,2014-07-28
170.64656956272935,2014-07-29
173.9696683359233,2014-07-30
179.03252537455955,2014-07-31
172.79228944382203,2014-08-01
179.34973183099723,2014-08-02
183.62497764447798,2014-08-03
148.2836906085577,2014-08-04
158.9601645263389,2014-08-05
159.76393469225025,2014-08-06
166.65146364373595,2014-08-07
170.5196808069485,2014-08-08
176.47853231126854,2014-08-09
182.16063468320093,2014-08-10
147.14520940394388,2014-08-11
161.94465110200923,2014-08-12
159.87086063429467,2014-08-13
164.83377375474038,2014-08-14
170.59582309223546,2014-08-15
175.4387190422584,2014-08-16
186.33693855575356,2014-08-17
146.60196756033676,2014-08-18
159.5766769364672,2014-08-19
159.2016350735459,2014-08-20
166.90984412739675,2014-08-21
169.29769402260916,2014-08-22
176.45383167942367,2014-08-23
183.74459252686196,2014-08-24
144.7601841303104,2014-08-25
159.5231425508048,2014-08-26
159.54991153290717,2014-08-27
165.56275857005485,2014-08-28
173.3943009098085,2014-08-29
177.31671948846386,2014-08-30
184.88975033992352,2014-08-31
140.36853569281246,2014-09-01
152.57569835541614,2014-09-02
152.54795883878066,2014-09-03
160.93700335003882,2014-09-04
165.22462021203657,2014-09-05
171.25459137569123,2014-09-06
177.21827342350883,2014-09-07
140.78302776415066,2014-09-08
153.62684101598134,2014-09-09
157.478109450552,2014-09-10
159.01384989807536,2014-09-11
166.41864783260414,2014-09-12
173.46943514323127,2014-09-13
177.5134809252163,2014-09-14
142.60709010740328,2014-09-15
151.85316008906935,2014-09-16
152.82517349808415,2014-09-17
159.0675208306871,2014-09-18
168.06863307094716,2014-09-19
170.4942940193413,2014-09-20
175.83541671636107,2014-09-21
140.6942898390201,2014-09-22
152.6311653417169,2014-09-23
152.6866162779431,2014-09-24
158.36866883896693,2014-09-25
164.598910881262,2014-09-26
171.60847696841242,2014-09-27
178.42124905233675,2014-09-28
141.2260515762237,2014-09-29
152.13138284942065,2014-09-30
148.25531345467317,2014-10-01
155.8212672728762,2014-10-02
161.57399522052438,2014-10-03
164.44218710989313,2014-10-04
170.06225640779928,2014-10-05
136.68411003158383,2014-10-06
146.3440824198559,2014-10-07
147.3164279857343,2014-10-08
153.3507810582498,2014-10-09
156.80076284759807,2014-10-10
160.69761283643714,2014-10-11
169.01666384235037,2014-10-12
134.70480906552245,2014-10-13
148.7088303236495,2014-10-14
150.2875438728461,2014-10-15
150.34368216452899,2014-10-16
159.6301970141587,2014-10-17
165.66669042482857,2014-10-18
169.93501987145171,2014-10-19
136.7143826197559,2014-10-20
150.65214490139306,2014-10-21
148.42551157252095,2014-10-22
152.18697878069472,2014-10-23
161.17611040950814,2014-10-24
164.598910881262,2014-10-25
169.8077073209453,2014-10-26
137.55986181669834,2014-10-27
148.4538628191333,2014-10-28
146.5446909753524,2014-10-29
154.5625043287239,2014-10-30
161.81235168697333,2014-10-31
171.70948027920667,2014-11-01
173.6696663249641,2014-11-02
141.9325988606309,2014-11-03
153.3507810582498,2014-11-04
155.05603311945498,2014-11-05
159.71045033033877,2014-11-06
164.3637805577726,2014-11-07
171.73472370404187,2014-11-08
177.26750190804822,2014-11-09
140.36853569281246,2014-11-10
155.8212672728762,2014-11-11
154.12275583734575,2014-11-12
158.583961568211,2014-11-13
167.68307962681465,2014-11-14
170.21484011951515,2014-11-15
178.98368457642752,2014-11-16
141.07849998242673,2014-11-17
152.43696057166125,2014-11-18
153.46125250745956,2014-11-19
159.60343876303492,2014-11-20
167.21948039550344,2014-11-21
173.29408151938378,2014-11-22
179.10576664596329,2014-11-23
142.60709010740328,2014-11-24
152.13138284942065,2014-11-25
155.24762332061283,2014-11-26
159.3624534218616,2014-11-27
167.73452757477503,2014-11-28
171.83566782566177,2014-11-29
177.80829728231143,2014-11-30
119.12830644584743,2014-12-01
126.70489365876179,2014-12-02
127.41076507878752,2014-12-03
130.10931179687904,2014-12-04
138.07117737426785,2014-12-05
139.62593846505285,2014-12-06
144.55760702041246,2014-12-07
117.60087658455365,2014-12-08
127.34672346172515,2014-12-09
126.80133265801821,2014-12-10
131.64490671274126,2014-12-11
137.65020374315665,2014-12-12
143.33736497948996,2014-12-13
149.52803542004392,2014-12-14
115.7814563913198,2014-12-15
127.18650733607423,2014-12-16
130.2352056319811,2014-12-17
134.73543482419745,2014-12-18
137.10744226498875,2014-12-19
138.82038770583915,2014-12-20
147.91444961875425,2014-12-21
117.22510527023795,2014-12-22
127.47478112661229,2014-12-23
128.17727948548668,2014-12-24
131.23889655827938,2014-12-25
135.5297711939855,2014-12-26
140.6055073578794,2014-12-27
145.19351998519875,2014-12-28
116.60813566187042,2014-12-29
128.24099126028287,2014-12-30
128.71803028424222,2014-12-31
125.21878505567011,2015-01-01
132.04992380636762,2015-01-02
135.86472390619963,2015-01-03
141.90321529993506,2015-01-04
113.51862478163574,2015-01-05
123.55458810488291,2015-01-06
120.7740197935032,2015-01-07
128.11354253339948,2015-01-08
136.59326025166627,2015-01-09
137.6200950095089,2015-01-10
141.49133579361853,2015-01-11
112.99133760448258,2015-01-12
122.4682035574135,2015-01-13
122.93002518551552,2015-01-14
129.47838423062817,2015-01-15
133.7526473646152,2015-01-16
138.76056934290594,2015-01-17
140.84216166331973,2015-01-18
113.62384918136549,2015-01-19
119.97019572843043,2015-01-20
122.66629619609829,2015-01-21
128.30467788999138,2015-01-22
132.04992380636762,2015-01-23
139.29819854042057,2015-01-24
145.22237243765994,2015-01-25
112.10816029951116,2015-01-26
121.7396757994439,2015-01-27
124.82879571720798,2015-01-28
125.02391118993913,2015-01-29
132.7640838397283,2015-01-30
136.83541969459606,2015-01-31
150.65214490139306,2015-02-01
121.24096106737774,2015-02-02
130.04632855612564,2015-02-03
132.73309695144096,2015-02-04
135.25522850401848,2015-02-05
141.04897492634902,2015-02-06
146.60196756033676,2015-02-07
149.95036277224725,2015-02-08
118.68865229718695,2015-02-09
131.30142461264694,2015-02-10
131.4888669140549,2015-02-11
136.98659639051814,2015-02-12
138.46116923965778,2015-02-13
144.2968182265051,2015-02-14
149.4152543014563,2015-02-15
118.79022558361095,2015-02-16
132.20543684752818,2015-02-17
130.45528739725285,2015-02-18
136.86566565902734,2015-02-19
146.88808370364183,2015-02-20
145.4818394876557,2015-02-21
149.35883831506828,2015-02-22
119.12830644584743,2015-02-23
129.19366834115664,2015-02-24
129.76260336965953,2015-02-25
135.5297711939855,2015-02-26
143.45393426669887,2015-02-27
144.9625358426337,2015-02-28
165.82249081892374,2015-03-01
128.5591735995818,2015-03-02
141.78563260497302,2015-03-03
144.7601841303104,2015-03-04
152.88056837734607,2015-03-05
154.83684170257038,2015-03-06
163.36803678508142,2015-03-07
165.22462021203657,2015-03-08
129.57317899941503,2015-03-09
144.47071905780365,2015-03-10
140.39817455373725,2015-03-11
150.96010548837083,2015-03-12
156.8821674401566,2015-03-13
160.40463789995903,2015-03-14
167.19369483726285,2015-03-15
133.25909449386413,2015-03-16
142.0500847287886,2015-03-17
144.55760702041246,2015-03-18
147.1737568464894,2015-03-19
157.26161146622928,2015-03-20
160.40463789995903,2015-03-21
166.49628194096562,2015-03-22
131.8007996100485,2015-03-23
145.53944881802838,2015-03-24
141.2850378760632,2015-03-25
150.2313888770955,2015-03-26
157.18036347717305,2015-03-27
159.3624534218616,2015-03-28
166.3409848399003,2015-03-29
133.41348570977974,2015-03-30
144.41277063460407,2015-03-31
156.8279014523723,2015-04-01
163.78788542759216,2015-04-02
169.90956344719208,2015-04-03
175.86018661547473,2015-04-04
182.04019000916497,2015-04-05
144.67339301607743,2015-04-06
159.09435088625278,2015-04-07
153.0466571793999,2015-04-08
164.206877937028,2015-04-09
170.748026418071,2015-04-10
176.84871142829422,2015-04-11
183.00197496533292,2015-04-12
144.47071905780365,2015-04-13
157.5321968998526,2015-04-14
158.42251387657706,2015-04-15
166.88402043268147,2015-04-16
173.19381587989326,2015-04-17
177.53806387134796,2015-04-18
183.98363606327413,2015-04-19
144.0646906251811,2015-04-20
155.9576013163528,2015-04-21
157.72138656790523,2015-04-22
165.66669042482857,2015-04-23
167.99157883049415,2015-04-24
175.86018661547473,2015-04-25
183.24179141403354,2015-04-26
143.6868469778753,2015-04-27
157.91039558912647,2015-04-28
158.3148092098339,2015-04-29
162.8420133620333,2015-04-30
177.31671948846386,2015-05-01
183.8641452983271,2015-05-02
186.05295589876562,2015-05-03
149.3306239578718,2015-05-04
166.96148196302804,2015-05-05
164.85985316308776,2015-05-06
172.81740664203807,2015-05-07
176.2314017336207,2015-05-08
182.59371036311475,2015-05-09
188.924205439592,2015-05-10
150.48395491898236,2015-05-11
161.91819811174327,2015-05-12
162.8946766216936,2015-05-13
171.96178151195826,2015-05-14
177.41512196820793,2015-05-15
180.44431536750642,2015-05-16
189.858040809137,2015-05-17
148.11336276233442,2015-05-18
163.94510764284894,2015-05-19
165.43277056237022,2015-05-20
171.50742622520642,2015-05-21
175.7115254434615,2015-05-22
183.55317885826463,2015-05-23
188.29177817761095,2015-05-24
150.1752171611587,2015-05-25
160.83064262529427,2015-05-26
165.12046660806774,2015-05-27
169.22108633793206,2015-05-28
178.86153603286698,2015-05-29
179.42286976760388,2015-05-30
188.31523163724927,2015-05-31
154.58995551641112,2015-06-01
170.7987368213865,2015-06-02
168.99109716754515,2015-06-03
176.55261766488547,2015-06-04
184.1508191614073,2015-06-05
189.92793064493588,2015-06-06
195.79548081435385,2015-06-07
155.49367716371304,2015-06-08
168.68405612162462,2015-06-09
169.68031860890733,2015-06-10
177.68550456077156,2015-06-11
181.364520925733,2015-06-12
188.76040524970497,2015-06-13
196.7258163574453,2015-06-14
153.01898568440035,2015-06-15
169.01666384235037,2015-06-16
170.21484011951515,2015-06-17
172.99314557657604,2015-06-18
182.49754220401206,2015-06-19
191.2519598462474,2015-06-20
193.80956238467704,2015-06-21
154.9738652804445,2015-06-22
167.91449639934044,2015-06-23
171.00145848718097,2015-06-24
178.6904161718357,2015-06-25
183.07394622251059,2015-06-26
190.92743895690953,2015-06-27
192.40739248216136,2015-06-28
155.08341469173226,2015-06-29
170.87477992184014,2015-06-30
178.61703905353443,2015-07-01
186.43152270158143,2015-07-02
189.13463925124347,2015-07-03
195.24925275683827,2015-07-04
201.39251695073656,2015-07-05
162.05042864296445,2015-07-06
173.56957376387479,2015-07-07
175.76109031214727,2015-07-08
182.71386375280704,2015-07-09
188.1510084173058,2015-07-10
192.70689841470758,2015-07-11
203.8699049730718,2015-07-12
164.07603440368672,2015-07-13
173.99464987748476,2015-07-14
176.8733680570804,2015-07-15
183.6010472054828,2015-07-16
190.60247710285594,2015-07-17
196.2724340705124,2015-07-18
202.45721946369804,2015-07-19
161.73293064072342,2015-07-20
174.4936813951,2015-07-21
174.29420555427504,2015-07-22
182.49754220401206,2015-07-23
